Latitude (decimal degrees):	-27.431
Longitude (decimal degrees):	32.066
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230531:2203,0.0,0.0,0.0,0.0,18.63,1.17,0.0
20230531:2303,0.0,0.0,0.0,0.0,17.43,1.52,0.0
20230601:0003,0.0,0.0,0.0,0.0,16.97,1.03,0.0
20230601:0103,0.0,0.0,0.0,0.0,16.72,1.17,0.0
20230601:0203,0.0,0.0,0.0,0.0,16.87,1.03,0.0
20230601:0303,0.0,0.0,0.0,0.0,16.6,0.97,0.0
20230601:0403,0.0,0.0,0.0,0.0,15.6,1.03,0.0
20230601:0503,0.0,22.5,0.85,4.96,15.52,1.03,0.0
20230601:0603,0.0,57.41,2.17,16.24,16.95,1.17,0.0
20230601:0703,0.0,75.25,2.84,26.23,18.01,2.34,0.0
20230601:0803,0.0,79.9,3.02,34.23,19.24,2.14,0.0
20230601:0903,0.0,81.46,3.08,39.26,20.6,1.38,0.0
20230601:1003,0.0,82.23,3.1,40.41,21.61,0.9,0.0
20230601:1103,0.0,79.9,3.02,37.42,22.37,0.9,0.0
20230601:1203,0.0,74.47,2.81,30.93,22.66,1.03,0.0
20230601:1303,0.0,64.39,2.43,21.92,22.52,1.24,0.0
20230601:1403,0.0,43.44,1.64,11.28,21.89,2.14,0.0
20230601:1503,0.0,0.0,0.0,0.0,20.16,2.62,0.0
20230601:1603,0.0,0.0,0.0,0.0,18.61,2.41,0.0
20230601:1703,0.0,0.0,0.0,0.0,17.64,1.66,0.0
20230601:1803,0.0,0.0,0.0,0.0,16.88,1.66,0.0
20230601:1903,0.0,0.0,0.0,0.0,16.48,1.24,0.0
20230601:2003,0.0,0.0,0.0,0.0,16.05,1.31,0.0
20230601:2103,0.0,0.0,0.0,0.0,15.71,1.31,0.0
20230601:2203,0.0,0.0,0.0,0.0,15.28,1.17,0.0
20230601:2303,0.0,0.0,0.0,0.0,14.82,1.17,0.0
20230602:0003,0.0,0.0,0.0,0.0,14.4,1.17,0.0
20230602:0103,0.0,0.0,0.0,0.0,14.09,1.24,0.0
20230602:0203,0.0,0.0,0.0,0.0,13.68,1.31,0.0
20230602:0303,0.0,0.0,0.0,0.0,13.29,1.38,0.0
20230602:0403,0.0,0.0,0.0,0.0,13.22,1.31,0.0
20230602:0503,0.0,20.95,0.79,4.86,13.18,1.31,0.0
20230602:0603,0.0,52.75,1.99,16.13,15.08,0.9,0.0
20230602:0703,0.0,69.04,2.61,26.11,18.43,1.24,0.0
20230602:0803,0.0,78.35,2.96,34.1,20.17,1.45,0.0
20230602:0903,0.0,86.11,3.25,39.12,21.53,1.38,0.0
20230602:1003,0.0,83.78,3.16,40.28,22.47,0.97,0.0
20230602:1103,0.0,80.68,3.05,37.31,23.12,0.62,0.0
20230602:1203,0.0,76.8,2.9,30.84,23.42,0.34,0.0
20230602:1303,0.0,62.84,2.37,21.86,23.4,0.0,0.0
20230602:1403,0.0,42.67,1.61,11.23,22.9,0.69,0.0
20230602:1503,0.0,0.0,0.0,0.0,21.45,1.38,0.0
20230602:1603,0.0,0.0,0.0,0.0,19.0,1.31,0.0
20230602:1703,0.0,0.0,0.0,0.0,17.49,0.97,0.0
20230602:1803,0.0,0.0,0.0,0.0,17.57,0.76,0.0
20230602:1903,0.0,0.0,0.0,0.0,16.88,0.9,0.0
20230602:2003,0.0,0.0,0.0,0.0,15.57,1.17,0.0
20230602:2103,0.0,0.0,0.0,0.0,14.24,1.59,0.0
20230602:2203,0.0,0.0,0.0,0.0,13.55,1.86,0.0
20230602:2303,0.0,0.0,0.0,0.0,13.1,2.07,0.0
20230603:0003,0.0,0.0,0.0,0.0,12.9,2.14,0.0
20230603:0103,0.0,0.0,0.0,0.0,12.74,2.28,0.0
20230603:0203,0.0,0.0,0.0,0.0,12.53,2.28,0.0
20230603:0303,0.0,0.0,0.0,0.0,12.11,2.21,0.0
20230603:0403,0.0,0.0,0.0,0.0,11.64,2.14,0.0
20230603:0503,0.0,21.72,0.82,4.76,11.27,2.07,0.0
20230603:0603,0.0,89.99,3.4,16.02,13.79,1.72,0.0
20230603:0703,0.0,89.21,3.37,25.99,17.79,2.0,0.0
20230603:0803,0.0,147.4,5.56,33.97,21.05,2.21,0.0
20230603:0903,0.0,79.13,2.99,38.99,23.82,2.34,0.0
20230603:1003,0.0,83.78,3.16,40.16,25.79,2.62,0.0
20230603:1103,0.0,96.97,3.66,37.2,27.04,2.69,0.0
20230603:1203,0.0,132.66,5.01,30.75,27.94,2.62,0.0
20230603:1303,0.0,106.28,4.01,21.79,28.05,2.41,0.0
20230603:1403,0.0,53.53,2.02,11.18,26.94,2.28,0.0
20230603:1503,0.0,0.0,0.0,0.0,25.03,2.62,0.0
20230603:1603,0.0,0.0,0.0,0.0,23.36,2.76,0.0
20230603:1703,0.0,0.0,0.0,0.0,22.42,2.9,0.0
20230603:1803,0.0,0.0,0.0,0.0,21.81,3.1,0.0
20230603:1903,0.0,0.0,0.0,0.0,21.07,2.97,0.0
20230603:2003,0.0,0.0,0.0,0.0,20.24,2.9,0.0
20230603:2103,0.0,0.0,0.0,0.0,19.15,2.69,0.0
20230603:2203,0.0,0.0,0.0,0.0,18.09,2.55,0.0
20230603:2303,0.0,0.0,0.0,0.0,17.04,2.34,0.0
20230604:0003,0.0,0.0,0.0,0.0,15.99,2.21,0.0
20230604:0103,0.0,0.0,0.0,0.0,15.09,2.14,0.0
20230604:0203,0.0,0.0,0.0,0.0,14.36,2.14,0.0
20230604:0303,0.0,0.0,0.0,0.0,13.87,1.86,0.0
20230604:0403,0.0,0.0,0.0,0.0,13.8,1.72,0.0
20230604:0503,0.0,20.95,0.79,4.67,14.78,2.48,0.0
20230604:0603,0.0,65.94,2.49,15.92,17.29,2.34,0.0
20230604:0703,0.0,62.84,2.37,25.88,19.8,2.9,0.0
20230604:0803,0.0,201.7,7.62,33.84,21.55,3.59,0.0
20230604:0903,0.0,152.05,5.74,38.87,22.73,3.38,0.0
20230604:1003,0.0,152.05,5.74,40.04,23.48,2.9,0.0
20230604:1103,0.0,134.21,5.07,37.11,23.8,2.69,0.0
20230604:1203,0.0,179.2,6.77,30.68,23.82,2.62,0.0
20230604:1303,0.0,100.85,3.81,21.74,23.42,2.62,0.0
20230604:1403,0.0,57.41,2.17,11.14,22.59,2.21,0.0
20230604:1503,0.0,0.0,0.0,0.0,21.13,1.79,0.0
20230604:1603,0.0,0.0,0.0,0.0,20.0,1.24,0.0
20230604:1703,0.0,0.0,0.0,0.0,19.32,0.55,0.0
20230604:1803,0.0,0.0,0.0,0.0,19.06,0.07,0.0
20230604:1903,0.0,0.0,0.0,0.0,18.54,0.55,0.0
20230604:2003,0.0,0.0,0.0,0.0,17.1,1.03,0.0
20230604:2103,0.0,0.0,0.0,0.0,15.95,1.17,0.0
20230604:2203,0.0,0.0,0.0,0.0,15.68,1.17,0.0
20230604:2303,0.0,0.0,0.0,0.0,15.38,1.17,0.0
20230605:0003,0.0,0.0,0.0,0.0,14.86,1.24,0.0
20230605:0103,0.0,0.0,0.0,0.0,14.33,1.24,0.0
20230605:0203,0.0,0.0,0.0,0.0,13.82,1.38,0.0
20230605:0303,0.0,0.0,0.0,0.0,13.33,1.52,0.0
20230605:0403,0.0,0.0,0.0,0.0,12.9,1.66,0.0
20230605:0503,0.0,20.95,0.79,4.57,12.64,1.72,0.0
20230605:0603,0.0,59.73,2.26,15.82,15.37,1.45,0.0
20230605:0703,0.0,79.9,3.02,25.77,19.2,1.45,0.0
20230605:0803,0.0,81.46,3.08,33.73,21.95,2.76,0.0
20230605:0903,0.0,83.78,3.16,38.75,23.12,4.07,0.0
20230605:1003,0.0,84.56,3.19,39.93,23.72,4.83,0.0
20230605:1103,0.0,96.97,3.66,37.01,23.81,5.38,0.0
20230605:1203,0.0,178.43,6.74,30.61,23.0,5.31,0.0
20230605:1303,0.0,85.33,3.22,21.68,22.1,4.76,0.0
20230605:1403,0.0,42.67,1.61,11.11,21.22,4.0,0.0
20230605:1503,0.0,0.0,0.0,0.0,19.99,3.66,0.0
20230605:1603,0.0,0.0,0.0,0.0,18.8,3.45,0.0
20230605:1703,0.0,0.0,0.0,0.0,17.8,3.17,0.0
20230605:1803,0.0,0.0,0.0,0.0,17.05,2.76,0.0
20230605:1903,0.0,0.0,0.0,0.0,16.35,2.14,0.0
20230605:2003,0.0,0.0,0.0,0.0,15.15,1.79,0.0
20230605:2103,0.0,0.0,0.0,0.0,14.07,1.72,0.0
20230605:2203,0.0,0.0,0.0,0.0,13.03,1.59,0.0
20230605:2303,0.0,0.0,0.0,0.0,12.62,1.52,0.0
20230606:0003,0.0,0.0,0.0,0.0,12.19,1.45,0.0
20230606:0103,0.0,0.0,0.0,0.0,11.84,1.45,0.0
20230606:0203,0.0,0.0,0.0,0.0,11.76,1.38,0.0
20230606:0303,0.0,0.0,0.0,0.0,11.7,1.38,0.0
20230606:0403,0.0,0.0,0.0,0.0,11.41,1.38,0.0
20230606:0503,0.0,3.1,0.12,4.48,11.47,1.31,0.0
20230606:0603,0.0,54.3,2.05,15.72,13.84,0.97,0.0
20230606:0703,0.0,0.0,0.0,0.0,17.8,1.17,0.0
20230606:0803,0.0,155.93,5.89,33.61,19.77,1.52,0.0
20230606:0903,0.0,204.03,7.7,38.63,20.91,2.07,0.0
20230606:1003,0.0,229.63,8.67,39.82,21.83,2.62,0.0
20230606:1103,0.0,220.32,8.32,36.93,22.42,3.24,0.0
20230606:1203,0.0,166.79,6.3,30.54,22.75,3.52,0.0
20230606:1303,0.0,72.92,2.75,21.64,22.76,3.59,0.0
20230606:1403,0.0,46.55,1.76,11.08,22.36,3.03,0.0
20230606:1503,0.0,0.0,0.0,0.0,20.87,2.41,0.0
20230606:1603,0.0,0.0,0.0,0.0,19.49,1.93,0.0
20230606:1703,0.0,0.0,0.0,0.0,18.42,2.0,0.0
20230606:1803,0.0,0.0,0.0,0.0,17.51,2.34,0.0
20230606:1903,0.0,0.0,0.0,0.0,16.95,2.69,0.0
20230606:2003,0.0,0.0,0.0,0.0,16.53,2.55,0.0
20230606:2103,0.0,0.0,0.0,0.0,16.18,2.48,0.0
20230606:2203,0.0,0.0,0.0,0.0,15.84,2.48,0.0
20230606:2303,0.0,0.0,0.0,0.0,15.53,2.34,0.0
20230607:0003,0.0,0.0,0.0,0.0,15.17,2.28,0.0
20230607:0103,0.0,0.0,0.0,0.0,14.77,2.21,0.0
20230607:0203,0.0,0.0,0.0,0.0,14.41,2.21,0.0
20230607:0303,0.0,0.0,0.0,0.0,14.15,2.28,0.0
20230607:0403,0.0,0.0,0.0,0.0,14.01,2.41,0.0
20230607:0503,0.0,19.39,0.73,4.4,13.98,2.41,0.0
20230607:0603,0.0,58.96,2.23,15.62,15.81,2.21,0.0
20230607:0703,0.0,76.03,2.87,25.56,19.13,2.55,0.0
20230607:0803,0.0,84.56,3.19,33.51,22.15,2.97,0.0
20230607:0903,0.0,89.99,3.4,38.53,24.59,3.24,0.0
20230607:1003,0.0,90.77,3.43,39.73,26.4,3.38,0.0
20230607:1103,0.0,84.56,3.19,36.85,27.63,3.52,0.0
20230607:1203,0.0,86.89,3.28,30.48,28.3,3.52,0.0
20230607:1303,0.0,68.27,2.58,21.6,28.37,3.38,0.0
20230607:1403,0.0,43.44,1.64,11.05,27.37,2.9,0.0
20230607:1503,0.0,0.0,0.0,0.0,25.14,2.83,0.0
20230607:1603,0.0,0.0,0.0,0.0,23.29,2.9,0.0
20230607:1703,0.0,0.0,0.0,0.0,22.1,2.9,0.0
20230607:1803,0.0,0.0,0.0,0.0,21.26,2.83,0.0
20230607:1903,0.0,0.0,0.0,0.0,20.96,2.9,0.0
20230607:2003,0.0,0.0,0.0,0.0,20.47,2.97,0.0
20230607:2103,0.0,0.0,0.0,0.0,19.92,2.9,0.0
20230607:2203,0.0,0.0,0.0,0.0,19.29,2.83,0.0
20230607:2303,0.0,0.0,0.0,0.0,18.67,2.83,0.0
20230608:0003,0.0,0.0,0.0,0.0,18.03,2.76,0.0
20230608:0103,0.0,0.0,0.0,0.0,17.43,2.69,0.0
20230608:0203,0.0,0.0,0.0,0.0,16.86,2.55,0.0
20230608:0303,0.0,0.0,0.0,0.0,16.4,2.55,0.0
20230608:0403,0.0,0.0,0.0,0.0,16.01,2.55,0.0
20230608:0503,0.0,19.39,0.73,4.31,15.74,2.48,0.0
20230608:0603,0.0,88.44,3.34,15.53,17.92,2.21,0.0
20230608:0703,0.0,110.16,4.16,25.46,22.29,2.21,0.0
20230608:0803,0.0,63.61,2.4,33.4,25.92,2.76,0.0
20230608:0903,0.0,228.85,8.64,38.43,28.47,3.38,0.0
20230608:1003,0.0,95.42,3.6,39.64,30.12,3.66,0.0
20230608:1103,0.0,81.46,3.08,36.78,31.34,3.86,0.0
20230608:1203,0.0,77.58,2.93,30.43,31.88,3.93,0.0
20230608:1303,0.0,65.16,2.46,21.56,31.64,3.66,0.0
20230608:1403,0.0,49.65,1.87,11.03,30.26,3.17,0.0
20230608:1503,0.0,0.0,0.0,0.0,28.14,3.1,0.0
20230608:1603,0.0,0.0,0.0,0.0,26.43,3.03,0.0
20230608:1703,0.0,0.0,0.0,0.0,25.13,1.79,0.0
20230608:1803,0.0,0.0,0.0,0.0,23.64,0.76,0.0
20230608:1903,0.0,0.0,0.0,0.0,21.76,2.9,0.0
20230608:2003,0.0,0.0,0.0,0.0,20.31,3.03,0.0
20230608:2103,0.0,0.0,0.0,0.0,19.04,2.76,0.0
20230608:2203,0.0,0.0,0.0,0.0,18.39,2.34,0.0
20230608:2303,0.0,0.0,0.0,0.0,18.01,2.28,0.0
20230609:0003,0.0,0.0,0.0,0.0,17.57,2.0,0.0
20230609:0103,0.0,0.0,0.0,0.0,17.13,2.0,0.0
20230609:0203,0.0,0.0,0.0,0.0,16.47,1.86,0.0
20230609:0303,0.0,0.0,0.0,0.0,15.79,1.86,0.0
20230609:0403,0.0,0.0,0.0,0.0,15.06,1.79,0.0
20230609:0503,0.0,18.62,0.7,4.23,14.59,1.72,0.0
20230609:0603,0.0,58.18,2.2,15.44,16.74,1.38,0.0
20230609:0703,0.0,75.25,2.84,25.37,19.99,2.0,0.0
20230609:0803,0.0,83.78,3.16,33.31,21.7,2.21,0.0
20230609:0903,0.0,89.21,3.37,38.33,22.94,2.0,0.0
20230609:1003,0.0,94.64,3.57,39.55,23.78,1.72,0.0
20230609:1103,0.0,80.68,3.05,36.71,24.39,1.59,0.0
20230609:1203,0.0,79.9,3.02,30.38,24.54,1.59,0.0
20230609:1303,0.0,67.49,2.55,21.53,24.4,1.93,0.0
20230609:1403,0.0,44.22,1.67,11.01,23.6,2.48,0.0
20230609:1503,0.0,0.0,0.0,0.0,21.79,2.28,0.0
20230609:1603,0.0,0.0,0.0,0.0,20.13,2.0,0.0
20230609:1703,0.0,0.0,0.0,0.0,19.05,1.86,0.0
20230609:1803,0.0,0.0,0.0,0.0,18.19,2.14,0.0
20230609:1903,0.0,0.0,0.0,0.0,17.76,2.14,0.0
20230609:2003,0.0,0.0,0.0,0.0,17.36,2.14,0.0
20230609:2103,0.0,0.0,0.0,0.0,17.15,2.0,0.0
20230609:2203,0.0,0.0,0.0,0.0,16.67,1.86,0.0
20230609:2303,0.0,0.0,0.0,0.0,16.38,1.72,0.0
20230610:0003,0.0,0.0,0.0,0.0,15.66,1.72,0.0
20230610:0103,0.0,0.0,0.0,0.0,14.87,1.72,0.0
20230610:0203,0.0,0.0,0.0,0.0,14.67,1.86,0.0
20230610:0303,0.0,0.0,0.0,0.0,14.34,2.0,0.0
20230610:0403,0.0,0.0,0.0,0.0,14.19,2.14,0.0
20230610:0503,0.0,17.84,0.67,4.15,14.06,2.14,0.0
20230610:0603,0.0,51.98,1.96,15.36,16.0,1.79,0.0
20230610:0703,0.0,72.15,2.72,25.28,18.68,3.17,0.0
20230610:0803,0.0,173.0,6.53,33.22,20.19,3.45,0.0
20230610:0903,0.0,222.65,8.41,38.24,21.02,2.9,0.0
20230610:1003,0.0,170.67,6.44,39.48,21.96,2.48,0.0
20230610:1103,0.0,213.34,8.05,36.65,22.48,2.21,0.0
20230610:1203,0.0,38.01,1.44,30.34,22.57,2.14,0.0
20230610:1303,0.0,74.47,2.81,21.51,22.27,2.14,0.0
20230610:1403,0.0,44.99,1.7,11.0,21.38,2.14,0.0
20230610:1503,0.0,0.0,0.0,0.0,20.4,2.41,0.0
20230610:1603,0.0,0.0,0.0,0.0,18.95,2.34,0.0
20230610:1703,0.0,0.0,0.0,0.0,17.66,2.0,0.0
20230610:1803,0.0,0.0,0.0,0.0,16.87,1.59,0.0
20230610:1903,0.0,0.0,0.0,0.0,15.67,1.38,0.0
20230610:2003,0.0,0.0,0.0,0.0,14.87,1.31,0.0
20230610:2103,0.0,0.0,0.0,0.0,14.23,1.38,0.0
20230610:2203,0.0,0.0,0.0,0.0,13.96,1.24,0.0
20230610:2303,0.0,0.0,0.0,0.0,13.98,1.1,0.0
20230611:0003,0.0,0.0,0.0,0.0,14.32,0.9,0.0
20230611:0103,0.0,0.0,0.0,0.0,14.61,0.83,0.0
20230611:0203,0.0,0.0,0.0,0.0,13.78,1.03,0.0
20230611:0303,0.0,0.0,0.0,0.0,13.53,1.17,0.0
20230611:0403,0.0,0.0,0.0,0.0,13.42,1.17,0.0
20230611:0503,0.0,17.84,0.67,4.07,13.06,1.38,0.0
20230611:0603,0.0,55.86,2.11,15.28,14.67,1.31,0.0
20230611:0703,0.0,72.15,2.72,25.19,18.4,2.41,0.0
20230611:0803,0.0,143.52,5.42,33.13,20.23,3.59,0.0
20230611:0903,0.0,192.39,7.26,38.16,21.59,3.59,0.0
20230611:1003,0.0,89.99,3.4,39.41,22.83,3.38,0.0
20230611:1103,0.0,83.78,3.16,36.6,23.81,3.24,0.0
20230611:1203,0.0,82.23,3.1,30.3,24.43,3.24,0.0
20230611:1303,0.0,68.27,2.58,21.49,24.56,3.1,0.0
20230611:1403,0.0,43.44,1.64,11.0,24.04,2.55,0.0
20230611:1503,0.0,0.0,0.0,0.0,22.23,2.14,0.0
20230611:1603,0.0,0.0,0.0,0.0,20.52,2.21,0.0
20230611:1703,0.0,0.0,0.0,0.0,19.17,2.28,0.0
20230611:1803,0.0,0.0,0.0,0.0,18.03,2.41,0.0
20230611:1903,0.0,0.0,0.0,0.0,17.2,2.34,0.0
20230611:2003,0.0,0.0,0.0,0.0,16.27,2.28,0.0
20230611:2103,0.0,0.0,0.0,0.0,15.5,2.28,0.0
20230611:2203,0.0,0.0,0.0,0.0,14.87,2.28,0.0
20230611:2303,0.0,0.0,0.0,0.0,14.28,2.28,0.0
20230612:0003,0.0,0.0,0.0,0.0,13.73,2.28,0.0
20230612:0103,0.0,0.0,0.0,0.0,13.15,2.34,0.0
20230612:0203,0.0,0.0,0.0,0.0,12.56,2.34,0.0
20230612:0303,0.0,0.0,0.0,0.0,11.98,2.34,0.0
20230612:0403,0.0,0.0,0.0,0.0,11.37,2.28,0.0
20230612:0503,0.0,17.84,0.67,4.0,10.77,2.07,0.0
20230612:0603,0.0,58.18,2.2,15.2,12.71,1.52,0.0
20230612:0703,0.0,79.9,3.02,25.11,17.1,1.66,0.0
20230612:0803,0.0,86.89,3.28,33.05,20.35,2.07,0.0
20230612:0903,0.0,0.0,0.0,0.0,23.28,2.34,0.0
20230612:1003,0.0,85.33,3.22,39.34,25.62,2.41,0.0
20230612:1103,0.0,80.68,3.05,36.55,27.26,2.41,0.0
20230612:1203,0.0,83.01,3.13,30.27,28.2,2.48,0.0
20230612:1303,0.0,59.73,2.26,21.47,28.44,2.62,0.0
20230612:1403,0.0,22.5,0.85,10.99,27.47,2.14,0.0
20230612:1503,0.0,0.0,0.0,0.0,25.16,2.21,0.0
20230612:1603,0.0,0.0,0.0,0.0,23.78,0.76,0.0
20230612:1703,0.0,0.0,0.0,0.0,21.31,1.86,0.0
20230612:1803,0.0,0.0,0.0,0.0,19.87,2.41,0.0
20230612:1903,0.0,0.0,0.0,0.0,19.16,1.59,0.0
20230612:2003,0.0,0.0,0.0,0.0,18.44,1.79,0.0
20230612:2103,0.0,0.0,0.0,0.0,17.3,2.07,0.0
20230612:2203,0.0,0.0,0.0,0.0,16.55,2.0,0.0
20230612:2303,0.0,0.0,0.0,0.0,16.08,2.28,0.0
20230613:0003,0.0,0.0,0.0,0.0,15.43,2.07,0.0
20230613:0103,0.0,0.0,0.0,0.0,14.59,1.79,0.0
20230613:0203,0.0,0.0,0.0,0.0,13.94,1.59,0.0
20230613:0303,0.0,0.0,0.0,0.0,13.48,1.52,0.0
20230613:0403,0.0,0.0,0.0,0.0,13.65,1.17,0.0
20230613:0503,0.0,17.07,0.64,3.93,13.21,1.1,0.0
20230613:0603,0.0,53.53,2.02,15.12,14.86,0.83,0.0
20230613:0703,0.0,69.82,2.64,25.04,18.41,0.9,0.0
20230613:0803,0.0,123.35,4.66,32.98,20.43,0.9,0.0
20230613:0903,0.0,140.41,5.3,38.02,21.84,1.38,0.0
20230613:1003,0.0,89.99,3.4,39.29,22.77,1.59,0.0
20230613:1103,0.0,83.01,3.13,36.51,23.23,1.45,0.0
20230613:1203,0.0,79.9,3.02,30.25,23.49,1.24,0.0
20230613:1303,0.0,63.61,2.4,21.46,23.44,1.1,0.0
20230613:1403,0.0,41.12,1.55,10.99,22.92,0.83,0.0
20230613:1503,0.0,0.0,0.0,0.0,21.72,1.24,0.0
20230613:1603,0.0,0.0,0.0,0.0,19.79,1.38,0.0
20230613:1703,0.0,0.0,0.0,0.0,17.62,1.31,0.0
20230613:1803,0.0,0.0,0.0,0.0,17.27,0.9,0.0
20230613:1903,0.0,0.0,0.0,0.0,15.12,1.52,0.0
20230613:2003,0.0,0.0,0.0,0.0,14.38,1.66,0.0
20230613:2103,0.0,0.0,0.0,0.0,13.84,1.86,0.0
20230613:2203,0.0,0.0,0.0,0.0,13.26,2.0,0.0
20230613:2303,0.0,0.0,0.0,0.0,12.65,2.14,0.0
20230614:0003,0.0,0.0,0.0,0.0,12.16,2.28,0.0
20230614:0103,0.0,0.0,0.0,0.0,11.68,2.28,0.0
20230614:0203,0.0,0.0,0.0,0.0,11.24,2.28,0.0
20230614:0303,0.0,0.0,0.0,0.0,11.14,2.48,0.0
20230614:0403,0.0,0.0,0.0,0.0,11.24,2.69,0.0
20230614:0503,0.0,17.07,0.64,3.86,11.57,2.76,0.0
20230614:0603,0.0,50.43,1.9,15.05,14.15,2.62,0.0
20230614:0703,0.0,69.04,2.61,24.97,18.36,2.83,0.0
20230614:0803,0.0,79.13,2.99,32.91,21.48,3.45,0.0
20230614:0903,0.0,84.56,3.19,37.96,23.7,3.72,0.0
20230614:1003,0.0,84.56,3.19,39.24,25.52,3.86,0.0
20230614:1103,0.0,82.23,3.1,36.47,27.16,4.0,0.0
20230614:1203,0.0,76.03,2.87,30.23,28.53,4.0,0.0
20230614:1303,0.0,65.16,2.46,21.46,29.21,3.66,0.0
20230614:1403,0.0,43.44,1.64,11.0,28.23,3.03,0.0
20230614:1503,0.0,0.0,0.0,0.0,25.48,3.17,0.0
20230614:1603,0.0,0.0,0.0,0.0,23.36,3.24,0.0
20230614:1703,0.0,0.0,0.0,0.0,22.13,3.31,0.0
20230614:1803,0.0,0.0,0.0,0.0,21.48,3.59,0.0
20230614:1903,0.0,0.0,0.0,0.0,21.46,4.41,0.0
20230614:2003,0.0,0.0,0.0,0.0,21.38,4.55,0.0
20230614:2103,0.0,0.0,0.0,0.0,20.92,4.07,0.0
20230614:2203,0.0,0.0,0.0,0.0,19.99,3.1,0.0
20230614:2303,0.0,0.0,0.0,0.0,18.35,2.34,0.0
20230615:0003,0.0,0.0,0.0,0.0,16.17,2.0,0.0
20230615:0103,0.0,0.0,0.0,0.0,14.59,2.0,0.0
20230615:0203,0.0,0.0,0.0,0.0,13.71,2.07,0.0
20230615:0303,0.0,0.0,0.0,0.0,13.03,2.14,0.0
20230615:0403,0.0,0.0,0.0,0.0,12.71,2.07,0.0
20230615:0503,0.0,16.29,0.62,3.79,12.99,1.79,0.0
20230615:0603,0.0,56.63,2.14,14.99,15.24,1.38,0.0
20230615:0703,0.0,76.8,2.9,24.9,18.77,1.31,0.0
20230615:0803,0.0,137.31,5.18,32.84,20.55,0.9,0.0
20230615:0903,0.0,162.91,6.15,37.9,21.71,1.03,0.0
20230615:1003,0.0,103.18,3.9,39.19,22.86,1.93,0.0
20230615:1103,0.0,95.42,3.6,36.45,24.19,2.55,0.0
20230615:1203,0.0,86.11,3.25,30.22,24.86,3.03,0.0
20230615:1303,0.0,73.7,2.78,21.46,25.27,3.31,0.0
20230615:1403,0.0,45.77,1.73,11.01,25.16,2.97,0.0
20230615:1503,0.0,0.0,0.0,0.0,23.31,2.55,0.0
20230615:1603,0.0,0.0,0.0,0.0,21.59,2.34,0.0
20230615:1703,0.0,0.0,0.0,0.0,20.35,2.41,0.0
20230615:1803,0.0,0.0,0.0,0.0,19.16,2.41,0.0
20230615:1903,0.0,0.0,0.0,0.0,18.15,2.62,0.0
20230615:2003,0.0,0.0,0.0,0.0,17.35,2.69,0.0
20230615:2103,0.0,0.0,0.0,0.0,16.55,2.55,0.0
20230615:2203,0.0,0.0,0.0,0.0,16.01,2.48,0.0
20230615:2303,0.0,0.0,0.0,0.0,15.36,2.34,0.0
20230616:0003,0.0,0.0,0.0,0.0,14.76,2.34,0.0
20230616:0103,0.0,0.0,0.0,0.0,14.98,3.1,0.0
20230616:0203,0.0,0.0,0.0,0.0,15.7,3.86,0.0
20230616:0303,0.0,0.0,0.0,0.0,16.12,3.86,0.0
20230616:0403,0.0,0.0,0.0,0.0,16.36,3.52,0.0
20230616:0503,0.0,15.52,0.59,3.73,16.68,3.24,0.0
20230616:0603,0.0,50.43,1.9,14.93,17.24,2.55,0.0
20230616:0703,0.0,72.15,2.72,24.84,18.67,4.07,0.0
20230616:0803,0.0,107.06,4.04,32.79,19.92,4.41,0.0
20230616:0903,0.0,227.3,8.58,37.85,20.94,4.14,0.0
20230616:1003,0.0,172.22,6.5,39.16,21.45,3.59,0.0
20230616:1103,0.0,192.39,7.26,36.43,21.97,3.1,0.0
20230616:1203,0.0,175.32,6.62,30.21,22.0,2.62,0.0
20230616:1303,0.0,109.38,4.13,21.47,21.91,2.21,0.0
20230616:1403,0.0,44.22,1.67,11.03,21.19,1.59,0.0
20230616:1503,0.0,0.0,0.0,0.0,20.32,1.24,0.0
20230616:1603,0.0,0.0,0.0,0.0,19.01,1.31,0.0
20230616:1703,0.0,0.0,0.0,0.0,17.43,1.38,0.0
20230616:1803,0.0,0.0,0.0,0.0,15.73,1.38,0.0
20230616:1903,0.0,0.0,0.0,0.0,16.23,0.97,0.0
20230616:2003,0.0,0.0,0.0,0.0,15.12,1.17,0.0
20230616:2103,0.0,0.0,0.0,0.0,13.55,1.59,0.0
20230616:2203,0.0,0.0,0.0,0.0,12.58,1.86,0.0
20230616:2303,0.0,0.0,0.0,0.0,12.24,2.0,0.0
20230617:0003,0.0,0.0,0.0,0.0,12.04,2.14,0.0
20230617:0103,0.0,0.0,0.0,0.0,11.97,2.28,0.0
20230617:0203,0.0,0.0,0.0,0.0,12.06,2.48,0.0
20230617:0303,0.0,0.0,0.0,0.0,12.23,2.62,0.0
20230617:0403,0.0,0.0,0.0,0.0,12.42,2.76,0.0
20230617:0503,0.0,15.52,0.59,3.67,12.65,2.83,0.0
20230617:0603,0.0,51.98,1.96,14.87,14.41,2.69,0.0
20230617:0703,0.0,72.92,2.75,24.78,17.32,3.52,0.0
20230617:0803,0.0,81.46,3.08,32.74,20.08,4.14,0.0
20230617:0903,0.0,83.78,3.16,37.81,22.43,4.41,0.0
